filename,unique_id,Total,chromosome,ecDNA,MIA_total,TP,TP_partial,FN,FP,ref_total
NCIH2170_LOW_HER2_R1_G0_2501_112_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_112,83,5,78,51,19,19,45,13,83
NCIH2170_TOTAL_HER2_R1_G2_24_10_130_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_130_Merge(RGB),165,24,141,125,31,52,82,42,165
NCIH2170_HIGH_HER2_R1_G2_24_10_59_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_59_Merge(RGB),350,14,336,86,37,42,271,7,350
NCIH2170_LOW_HER2_R1_G0_2501_79_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_79,61,0,61,25,15,7,39,3,61
NCIH2170_HIGH_HER2_R1_G0_2501_117_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_117,137,0,137,60,21,28,88,11,137
NCIH2170_HIGH_HER2_R1_G0_2501_34_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_34,158,4,154,46,17,22,119,7,158
NCIH2170_LOW_HER2_R1_G2_24_10_53_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_53_Merge(RGB),68,12,56,26,11,13,44,2,68
NCIH2170_TOTAL_HER2_R1_G0_2501_22_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_22,174,5,169,65,18,41,115,6,174
NCIH2170_LOW_HER2_R1_G2_24_10_27_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_27_Merge(RGB),314,1,313,87,42,37,235,8,314
NCIH2170_LOW_HER2_R1_G0_2501_41_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_41,110,9,101,52,14,25,71,13,110
NCIH2170_HIGH_HER2_R1_G1_2404_S2_115_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_115_Merge(RGB),348,0,348,196,105,54,189,37,348
NCIH2170_HIGH_HER2_R1_G1_2404_S2_126_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_126_Merge(RGB),179,1,178,72,38,22,119,12,179
NCIH2170_TOTAL_HER2_R1_G0_2501_121_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_121,236,0,236,64,23,40,173,1,236
NCIH2170_HIGH_HER2_R1_G1_2404_S2_119_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_119_Merge(RGB),222,3,219,136,92,24,106,20,222
NCIH2170_HIGH_HER2_R1_G1_2404_S2_18_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_18_Merge(RGB),207,0,207,119,62,29,116,28,207
NCIH2170_LOW_HER2_R1_G2_24_10_16_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_16_Merge(RGB),100,1,99,56,23,21,56,12,100
NCIH2170_TOTAL_HER2_R1_G0_2501_125_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_125,158,0,158,96,31,34,93,31,158
NCIH2170_LOW_HER2_R1_G0_2501_31B_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_31B,90,4,86,32,13,11,66,8,90
NCIH2170_HIGH_HER2_R1_G0_2501_36_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_36,127,2,125,35,12,16,99,7,127
NCIH2170_TOTAL_HER2_R1_G2_24_10_90_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_90_Merge(RGB),371,0,371,56,22,31,318,3,371
NCIH2170_TOTAL_HER2_R1_G2_24_10_6_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_6_Merge(RGB),260,12,248,56,27,23,210,6,260
NCIH2170_LOW_HER2_R1_G0_2501_30_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_30,135,1,134,28,17,8,110,3,135
NCIH2170_HIGH_HER2_R1_G2_24_10_25_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_25_Merge(RGB),280,11,269,75,39,31,210,5,280
NCIH2170_TOTAL_HER2_R1_G2_24_10_53_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_53_Merge(RGB),335,0,335,146,71,55,209,20,335
NCIH2170_TOTAL_HER2_R1_G2_24_10_77_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_77_Merge(RGB),172,0,172,72,48,19,105,5,172
NCIH2170_LOW_HER2_R1_G2_24_10_11B_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_11B_Merge(RGB),195,17,178,32,16,14,165,2,195
NCIH2170_HIGH_HER2_R1_G2_24_10_18A_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_18A_Merge(RGB),137,0,137,53,21,18,98,14,137
NCIH2170_TOTAL_HER2_R1_G0_2501_93_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_93,171,0,171,55,24,18,129,13,171
NCIH2170_TOTAL_HER2_R1_G0_2501_38_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_38,191,2,189,68,32,22,137,14,191
NCIH2170_TOTAL_HER2_R1_G1_2404_102_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_102_Merge(RGB),235,7,228,197,92,40,103,65,235
NCIH2170_HIGH_HER2_R1_G0_2501_121_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_121,151,3,148,62,25,29,97,8,151
NCIH2170_TOTAL_HER2_R1_G2_24_10_112_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_112_Merge(RGB),205,3,202,80,33,29,143,18,205
NCIH2170_HIGH_HER2_R1_G0_2501_12_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_12,170,3,167,52,1,20,149,31,170
NCIH2170_LOW_HER2_R1_G2_24_10_36_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_36_Merge(RGB),163,14,149,19,2,9,152,8,163
NCIH2170_TOTAL_HER2_R1_G1_2404_37_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_37_Merge(RGB),224,25,199,139,74,41,109,24,224
NCIH2170_TOTAL_HER2_R1_G1_2404_32_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_32_Merge(RGB),67,0,67,27,4,17,46,6,67
NCIH2170_TOTAL_HER2_R1_G1_2404_19_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_19_Merge(RGB),169,7,162,97,44,28,97,25,169
NCIH2170_HIGH_HER2_R1_G0_2501_128_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_128,139,4,135,24,8,14,117,2,139
NCIH2170_HIGH_HER2_R1_G2_24_10_121_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_121_Merge(RGB),222,1,221,89,46,37,139,6,222
NCIH2170_HIGH_HER2_R1_G2_24_10_118_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_118_Merge(RGB),172,0,172,88,50,23,99,15,172
NCIH2170_HIGH_HER2_R1_G1_2404_S2_3_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_3_Merge(RGB),260,4,256,145,98,23,139,24,260
NCIH2170_HIGH_HER2_R1_G2_24_10_108A_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_108A_Merge(RGB),183,1,182,67,35,28,120,4,183
NCIH2170_TOTAL_HER2_R1_G0_2501_36_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_36,189,0,189,83,52,29,108,2,189
NCIH2170_HIGH_HER2_R1_G1_2404_S2_56_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_56_Merge(RGB),262,0,262,174,100,53,109,21,262
NCIH2170_TOTAL_HER2_R1_G0_2501_9_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_9,211,26,185,56,2,25,184,29,211
NCIH2170_TOTAL_HER2_R1_G2_24_10_101_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_101_Merge(RGB),242,0,242,96,37,34,171,25,242
NCIH2170_HIGH_HER2_R1_G1_2404_S2_54_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_54_Merge(RGB),124,7,117,65,38,19,67,8,124
NCIH2170_TOTAL_HER2_R1_G1_2404_8_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_8_Merge(RGB),41,1,40,23,14,5,22,4,41
NCIH2170_HIGH_HER2_R1_G0_2501_108_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_108,281,4,277,76,35,29,217,12,281
NCIH2170_TOTAL_HER2_R1_G2_24_10_45_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_45_Merge(RGB),70,5,65,18,14,3,53,1,70
NCIH2170_LOW_HER2_R1_G1_2404_50_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_50_Merge(RGB),154,3,151,62,44,11,99,7,154
NCIH2170_HIGH_HER2_R1_G1_2404_S2_110_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_110_Merge(RGB),142,35,107,79,40,19,83,20,142
NCIH2170_TOTAL_HER2_R1_G0_2501_124_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_124,119,4,115,23,9,11,99,3,119
NCIH2170_TOTAL_HER2_R1_G1_2404_97_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_97_Merge(RGB),490,7,483,172,94,67,329,11,490
NCIH2170_HIGH_HER2_R1_G1_2404_S2_69_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_69_Merge(RGB),125,8,117,50,33,13,79,4,125
NCIH2170_LOW_HER2_R1_G0_2501_76_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_76,86,4,82,35,15,15,56,5,86
NCIH2170_HIGH_HER2_R1_G0_2501_56_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_56,127,8,119,32,16,12,99,4,127
NCIH2170_TOTAL_HER2_R1_G2_24_10_28_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_28_Merge(RGB),405,22,383,129,37,56,312,36,405
NCIH2170_TOTAL_HER2_R1_G0_2501_88_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_88,185,23,162,50,17,30,138,3,185
NCIH2170_HIGH_HER2_R1_G2_24_10_11_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_11_Merge(RGB),255,24,231,80,42,26,187,12,255
NCIH2170_LOW_HER2_R1_G2_24_10_23_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_23_Merge(RGB),223,0,223,92,46,34,143,12,223
NCIH2170_HIGH_HER2_R1_G0_2501_15A_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_15A,236,3,233,101,29,54,153,18,236
NCIH2170_HIGH_HER2_R1_G2_24_10_122_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_122_Merge(RGB),299,2,297,73,33,31,235,9,299
NCIH2170_HIGH_HER2_R1_G0_2501_18_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_18,113,3,110,36,12,17,84,7,113
NCIH2170_HIGH_HER2_R1_G1_2404_S2_73_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_73_Merge(RGB),164,19,145,52,31,17,116,4,164
NCIH2170_TOTAL_HER2_R1_G0_2501_23_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_23,200,13,187,68,26,35,139,7,200
NCIH2170_HIGH_HER2_R1_G1_2404_S2_75_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_75_Merge(RGB),325,6,319,117,56,33,236,28,325
NCIH2170_TOTAL_HER2_R1_G1_2404_111_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_111_Merge(RGB),202,39,163,135,46,41,115,48,202
NCIH2170_HIGH_HER2_R1_G0_2501_87_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_87,144,9,135,52,36,15,93,1,144
NCIH2170_HIGH_HER2_R1_G1_2404_S2_32_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_32_Merge(RGB),395,33,362,108,51,39,305,18,395
NCIH2170_TOTAL_HER2_R1_G0_2501_87_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_87,167,1,166,42,16,26,125,0,167
NCIH2170_HIGH_HER2_R1_G1_2404_S2_4_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_4_Merge(RGB),197,4,193,95,50,32,115,13,197
NCIH2170_LOW_HER2_R1_G1_2404_60_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_60_Merge(RGB),247,18,229,123,49,44,154,30,247
NCIH2170_TOTAL_HER2_R1_G1_2404_83_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_83_Merge(RGB),405,18,387,129,93,27,285,9,405
NCIH2170_HIGH_HER2_R1_G1_2404_S2_8_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_8_Merge(RGB),113,5,108,43,9,18,86,16,113
NCIH2170_TOTAL_HER2_R1_G0_2501_2_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_2,63,0,63,88,2,10,51,76,63
NCIH2170_TOTAL_HER2_R1_G2_24_10_40_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_40_Merge(RGB),88,10,78,58,14,23,51,21,88
NCIH2170_HIGH_HER2_R1_G2_24_10_128_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_128_Merge(RGB),257,7,250,65,34,28,195,3,257
